rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,96,130,176,96,130,176,3.2,4.333333333333333,5.866666666666666,2.666666666666666,101.26534514503999,136.49573518408013,35.23039003904014,0.9985019598968726
1,LEFT,176,210,251,176,210,251,5.866666666666666,7.0,8.366666666666667,2.500000000000001,92.96302405030553,127.2441804005025,34.28115635019696,0.998683137851849
2,LEFT,251,278,320,251,278,320,8.366666666666667,9.266666666666667,10.666666666666666,2.299999999999999,81.96615245146907,125.50390857869773,43.53775612722866,0.9983296343258451
3,LEFT,320,349,386,320,349,386,10.666666666666666,11.633333333333333,12.866666666666667,2.200000000000001,76.00677297198604,112.19412569886505,36.187352726879006,0.998284296609869
4,LEFT,386,409,452,386,409,452,12.866666666666667,13.633333333333333,15.066666666666666,2.1999999999999993,76.62699333016113,118.44428913270312,41.817295802542,0.9981896017321308
5,LEFT,452,483,524,452,483,524,15.066666666666666,16.1,17.466666666666665,2.3999999999999986,82.30791046264574,121.23259626501604,38.924685802370306,0.9980494690268009
6,LEFT,524,547,590,524,547,590,17.466666666666665,18.23333333333333,19.666666666666668,2.200000000000003,69.20473894846108,108.02046575104008,38.81572680257899,0.9982797488644348
7,LEFT,590,614,655,590,614,655,19.666666666666668,20.466666666666665,21.83333333333333,2.1666666666666607,80.56395652626485,120.30898344382534,39.745026917560494,0.9982608057031729
8,LEFT,655,685,721,655,685,721,21.83333333333333,22.83333333333333,24.03333333333333,2.200000000000003,69.88050968343359,109.09261143785139,39.212101754417795,0.9983276087253247
9,LEFT,721,745,787,721,745,787,24.03333333333333,24.83333333333333,26.23333333333333,2.1999999999999993,87.69693339335112,125.47995299073854,37.78301959738743,0.9979473135957672
10,LEFT,787,814,850,787,814,850,26.23333333333333,27.133333333333333,28.33333333333333,2.099999999999998,73.72473358244667,113.52523405335346,39.80050047090679,0.9974299017339945
11,LEFT,850,875,916,850,875,916,28.33333333333333,29.166666666666668,30.53333333333333,2.200000000000003,84.25635800282006,123.02365561064002,38.76729760781995,0.9973153640974811
12,LEFT,916,945,981,916,945,981,30.53333333333333,31.5,32.7,2.1666666666666714,92.06990353429596,130.88165231915062,38.81174878485466,0.9979276617970128
13,LEFT,981,1011,1043,981,1011,1043,32.7,33.7,34.766666666666666,2.066666666666663,82.82594712711543,117.23787839274225,34.41193126562682,0.9978864912002806
14,LEFT,1043,1067,1110,1043,1067,1110,34.766666666666666,35.56666666666667,37.0,2.2333333333333343,72.97329073927362,109.56386643526653,36.59057569599291,0.9981840574273877
15,LEFT,1110,1138,1181,1110,1138,1181,37.0,37.93333333333333,39.36666666666667,2.366666666666667,93.93775796205807,132.07461603192695,38.136858069868886,0.9977390410171615
16,LEFT,1181,1210,1247,1181,1210,1247,39.36666666666667,40.333333333333336,41.56666666666667,2.200000000000003,79.63798777562477,116.12856740643052,36.49057963080576,0.9971687500156573
17,LEFT,1247,1275,1318,1247,1275,1318,41.56666666666667,42.5,43.93333333333333,2.36666666666666,90.13105358290323,130.5975037644638,40.46645018156057,0.9979152825695498
18,LEFT,1318,1347,1387,1318,1347,1387,43.93333333333333,44.9,46.23333333333333,2.299999999999997,94.8348586055677,132.75084728920837,37.91598868364066,0.9979067376681736
19,LEFT,1387,1418,1462,1387,1418,1462,46.23333333333333,47.266666666666666,48.73333333333333,2.5,99.27525186846685,135.43662390178744,36.161372033320596,0.9964788469829056
