rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,54,105,206,54,105,206,1.8,3.5,6.866666666666666,5.066666666666666,177.62994363089925,179.63808496971137,2.008141338812136,0.9718222299951872
1,LEFT,245,332,336,245,332,336,8.166666666666666,11.066666666666666,11.2,3.033333333333333,107.917461819814,175.79051127855308,67.87304945873909,0.9626297944265861
2,LEFT,336,378,413,336,378,413,11.2,12.6,13.766666666666667,2.566666666666668,100.15027825986532,102.01768220368932,1.867403943823996,0.9722093896478669
3,LEFT,821,860,924,821,860,924,27.366666666666667,28.666666666666668,30.8,3.4333333333333336,165.1627116323599,168.92006771546153,3.7573560831016195,0.9754157368189248
4,LEFT,924,973,1017,924,973,1017,30.8,32.43333333333333,33.9,3.099999999999998,169.24814780639815,174.1736167948916,4.925468988493431,0.9748287942815336
5,LEFT,1017,1060,1113,1017,1060,1113,33.9,35.333333333333336,37.1,3.200000000000003,174.5824528645802,178.20954141614692,3.627088551566708,0.9775317727085652
6,LEFT,1113,1172,1230,1113,1172,1230,37.1,39.06666666666667,41.0,3.8999999999999986,173.52182371412425,178.21131953424987,4.689495820125619,0.9796576132882112
7,LEFT,1230,1313,1323,1230,1313,1323,41.0,43.766666666666666,44.1,3.1000000000000014,175.52888404641962,178.43843196774654,2.9095479213269244,0.9732567473506252
8,LEFT,1784,1847,1853,1784,1847,1853,59.46666666666667,61.56666666666667,61.766666666666666,2.299999999999997,96.03478884582434,171.8555145871567,75.82072574133237,0.9659935630503155
9,LEFT,1853,1904,2019,1853,1904,2019,61.766666666666666,63.46666666666667,67.3,5.533333333333331,124.95793695236898,126.85434285763561,1.8964059052666273,0.9741821680478231
10,LEFT,2019,2130,2191,2019,2130,2191,67.3,71.0,73.03333333333333,5.733333333333334,176.63673326904188,178.47785545293416,1.841122183892268,0.9720443119662804
11,LEFT,2239,2300,2334,2239,2300,2334,74.63333333333334,76.66666666666667,77.8,3.166666666666657,166.58082038852456,173.06176729743495,6.480946908910383,0.9737491351034905
