rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,RIGHT,9,22,73,9,22,73,0.3,0.7333333333333333,2.433333333333333,2.1333333333333333,36.24056037143896,126.73752378137105,90.49696340993209,0.9702443945102204
1,RIGHT,139,163,194,139,163,194,4.633333333333334,5.433333333333334,6.466666666666667,1.833333333333333,32.379252624418484,119.55854050076499,87.1792878763465,0.9562102471079145
2,RIGHT,248,275,299,248,275,299,8.266666666666667,9.166666666666666,9.966666666666669,1.700000000000001,43.81359955246657,138.08267754324746,94.26907799078089,0.9591865333227011
3,RIGHT,299,326,353,299,326,353,9.966666666666669,10.866666666666667,11.766666666666667,1.799999999999999,59.77516787672016,140.01757509768873,80.24240722096857,0.9417773055307793
4,RIGHT,353,378,409,353,378,409,11.766666666666667,12.6,13.633333333333333,1.8666666666666654,37.7260382513296,115.97986535985551,78.25382710852591,0.935848321482452
5,RIGHT,409,430,461,409,430,461,13.633333333333333,14.333333333333334,15.366666666666667,1.7333333333333343,27.10562195823708,121.32703826935749,94.22141631112041,0.9405781979081015
6,RIGHT,461,486,512,461,486,512,15.366666666666667,16.2,17.066666666666666,1.6999999999999993,41.69102581065505,125.93806751762209,84.24704170696704,0.9560074286583142
7,RIGHT,512,537,564,512,537,564,17.066666666666666,17.9,18.8,1.7333333333333343,53.539764820835074,137.96985475902258,84.4300899381875,0.9453244854069356
8,RIGHT,564,588,615,564,588,615,18.8,19.6,20.5,1.6999999999999993,39.91345650120677,124.36535688989426,84.45190038868749,0.9646525062047518
9,RIGHT,615,644,668,615,644,668,20.5,21.466666666666665,22.266666666666666,1.7666666666666657,50.805761604564836,138.9119354820796,88.10617387751476,0.9563701896019923
10,RIGHT,668,693,720,668,693,720,22.266666666666666,23.1,24.0,1.7333333333333343,33.83384600347928,124.50703686941497,90.6731908659357,0.9639750580367802
11,RIGHT,720,747,774,720,747,774,24.0,24.9,25.8,1.8000000000000007,54.48916823017625,139.76630014910398,85.27713191892774,0.9729181390820125
12,RIGHT,774,799,823,774,799,823,25.8,26.633333333333333,27.433333333333334,1.6333333333333329,59.3615225917607,142.37336263908117,83.01184004732046,0.9593807009855907
13,RIGHT,823,846,876,823,846,876,27.433333333333334,28.2,29.2,1.7666666666666657,43.19009198816697,137.40831883698974,94.21822684882277,0.9652572288925264
14,RIGHT,876,902,929,876,902,929,29.2,30.066666666666663,30.966666666666665,1.7666666666666657,51.81980708501577,148.73306068510928,96.91325360009351,0.9682372951949084
15,RIGHT,929,958,983,929,958,983,30.966666666666665,31.933333333333334,32.766666666666666,1.8000000000000007,41.65392872128267,140.06454256884408,98.41061384756141,0.9612412658604708
16,RIGHT,983,1010,1032,983,1010,1032,32.766666666666666,33.666666666666664,34.4,1.6333333333333329,44.363885755865425,134.3694194842272,90.00553372836177,0.9678652962048848
