rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,84,113,153,84,113,153,2.8,3.7666666666666666,5.1,2.3,88.17019437456399,121.59365042868312,33.42345605411913,0.9977113871347336
1,LEFT,153,180,220,153,180,220,5.1,6.0,7.333333333333333,2.2333333333333334,79.20864736933615,112.11028511196447,32.90163774262833,0.9977207601654762
2,LEFT,220,246,284,220,246,284,7.333333333333333,8.2,9.466666666666669,2.1333333333333355,83.866369250737,120.24014197784719,36.373772727110186,0.9957448907387564
3,LEFT,284,311,350,284,311,350,9.466666666666669,10.366666666666667,11.666666666666666,2.1999999999999975,77.44056794171027,113.31829867583406,35.87773073412378,0.9965014751277753
4,LEFT,350,377,396,350,377,396,11.666666666666666,12.566666666666666,13.2,1.5333333333333332,90.10480633961998,119.19869562069671,29.093889281076734,0.9968458650805425
5,LEFT,396,443,486,396,443,486,13.2,14.766666666666667,16.2,3.0,65.803742977871,98.55793040936645,32.75418743149545,0.995966979435512
6,LEFT,486,514,560,486,514,560,16.2,17.133333333333333,18.666666666666668,2.4666666666666686,94.73449494044843,129.29773118770106,34.56323624725263,0.9965383574697704
7,LEFT,560,591,635,560,591,635,18.666666666666668,19.7,21.166666666666668,2.5,107.54229935210327,134.7880655179731,27.24576616586984,0.9959943668361294
8,LEFT,635,665,705,635,665,705,21.166666666666668,22.166666666666668,23.5,2.333333333333332,99.9371197967173,129.9852241267478,30.048104330030494,0.9963225047912957
9,LEFT,705,743,781,705,743,781,23.5,24.766666666666666,26.03333333333333,2.5333333333333314,103.84222431877163,145.19272818110386,41.35050386233224,0.9914521301463571
