rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,RIGHT,51,81,112,51,81,112,1.7,2.7,3.733333333333333,2.033333333333333,142.32570144044678,179.4108046627347,37.08510322228793,0.9713101153091718
1,RIGHT,112,142,177,112,142,177,3.733333333333333,4.733333333333333,5.9,2.1666666666666674,142.0574422691631,179.13089946862775,37.07345719946465,0.9661701053682
2,RIGHT,177,208,242,177,208,242,5.9,6.933333333333334,8.066666666666666,2.166666666666666,139.87240755768295,178.7523122164893,38.879904658806325,0.9631514856309603
3,RIGHT,242,274,309,242,274,309,8.066666666666666,9.133333333333333,10.3,2.2333333333333343,143.67012680009802,179.50231947899584,35.83219267889783,0.9638450472962624
4,RIGHT,309,342,378,309,342,378,10.3,11.4,12.6,2.299999999999999,142.0783899406316,179.57706896751594,37.49867902688432,0.9636244447458359
5,RIGHT,378,410,445,378,410,445,12.6,13.666666666666666,14.833333333333334,2.2333333333333343,140.34338662976464,179.37709265577763,39.033706026013,0.9708401128357531
6,RIGHT,445,480,512,445,480,512,14.833333333333334,16.0,17.066666666666666,2.2333333333333325,140.90849059085124,179.66818579575985,38.75969520490861,0.9671070479294833
7,RIGHT,512,542,577,512,542,577,17.066666666666666,18.066666666666663,19.23333333333333,2.1666666666666643,143.6648792308938,179.3669118026205,35.70203257172669,0.9663447551052979
8,RIGHT,577,607,640,577,607,640,19.23333333333333,20.23333333333333,21.33333333333333,2.099999999999998,139.90402677259908,179.45839993855813,39.55437316595905,0.9646433681870501
9,RIGHT,640,675,712,640,675,712,21.33333333333333,22.5,23.73333333333333,2.400000000000002,142.293918663215,179.43401362259024,37.140094959375226,0.9669998538548542
10,RIGHT,712,743,775,712,743,775,23.73333333333333,24.766666666666666,25.83333333333333,2.099999999999998,140.59201731134257,179.68808856127023,39.096071249927654,0.9641626657297214
