rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,16,45,74,16,45,74,0.5333333333333333,1.5,2.466666666666667,1.9333333333333336,102.21274685943854,148.62337199339464,46.41062513395611,0.9903162569649475
1,LEFT,74,97,126,74,97,126,2.466666666666667,3.2333333333333334,4.2,1.7333333333333334,68.06794998099369,120.74888140700818,52.68093142601449,0.9860929441901872
2,LEFT,126,147,174,126,147,174,4.2,4.9,5.8,1.5999999999999996,59.4664626047607,118.47048652586926,59.00402392110856,0.9910238486568944
3,LEFT,174,195,222,174,195,222,5.8,6.5,7.4,1.6000000000000005,60.3630705508804,119.0135734265374,58.650502875657004,0.991371016924073
4,LEFT,222,242,268,222,242,268,7.4,8.066666666666666,8.933333333333334,1.5333333333333332,56.126809180886944,119.87261560037459,63.74580641948764,0.989825445286771
5,LEFT,268,291,321,268,291,321,8.933333333333334,9.7,10.7,1.7666666666666657,67.20439765138833,118.84584081470642,51.64144316331809,0.9882576598061455
6,LEFT,321,344,371,321,344,371,10.7,11.466666666666669,12.366666666666667,1.6666666666666679,67.37819212211957,120.45564469790024,53.077452575780676,0.9887084162313174
7,LEFT,371,393,420,371,393,420,12.366666666666667,13.1,14.0,1.6333333333333329,70.47859728048589,124.87055877866956,54.391961498183676,0.987124879360199
8,LEFT,420,441,468,420,441,468,14.0,14.7,15.6,1.5999999999999996,57.88115852075143,120.46029893332003,62.579140412568606,0.9910406304054519
9,LEFT,468,491,519,468,491,519,15.6,16.366666666666667,17.3,1.700000000000001,64.88215380333054,123.50214248318171,58.61998867985117,0.9909171339793084
10,LEFT,519,542,570,519,542,570,17.3,18.066666666666663,19.0,1.6999999999999993,72.41209731863476,125.63037382890955,53.21827651027479,0.9924910133465742
