rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,RIGHT,15,45,73,15,45,73,0.5,1.5,2.433333333333333,1.9333333333333331,102.44052775457985,148.2157179296236,45.775190175043754,0.9910367003268443
1,RIGHT,73,98,126,73,98,126,2.433333333333333,3.2666666666666666,4.2,1.766666666666667,74.66430033359043,126.40498124674637,51.74068091315594,0.9898841355317904
2,RIGHT,126,148,174,126,148,174,4.2,4.933333333333334,5.8,1.5999999999999996,65.78512017352381,121.20081389897479,55.41569372545098,0.9872465839191359
3,RIGHT,174,195,221,174,195,221,5.8,6.5,7.366666666666666,1.5666666666666664,69.77505457091138,125.54444755017359,55.7693929792622,0.9874231687022581
4,RIGHT,221,242,267,221,242,267,7.366666666666666,8.066666666666666,8.9,1.533333333333334,55.538408898389946,120.34495037151986,64.80654147312991,0.9812861211756444
5,RIGHT,267,292,319,267,292,319,8.9,9.733333333333333,10.633333333333333,1.7333333333333325,67.65993245013254,119.26373332973894,51.6038008796064,0.9881772039071569
6,RIGHT,319,344,370,319,344,370,10.633333333333333,11.466666666666669,12.333333333333334,1.700000000000001,78.13019564507681,126.54306251844963,48.41286687337283,0.9903951356044183
7,RIGHT,370,394,418,370,394,418,12.333333333333334,13.133333333333333,13.933333333333334,1.5999999999999996,72.13594462660882,124.94616045089168,52.81021582428287,0.9891346222689363
8,RIGHT,418,441,467,418,441,467,13.933333333333334,14.7,15.566666666666666,1.6333333333333329,66.2613223694162,123.14827148243853,56.88694911302232,0.9879490228494008
9,RIGHT,467,492,518,467,492,518,15.566666666666666,16.4,17.266666666666666,1.6999999999999993,59.28983213131831,119.87062777713786,60.58079564581954,0.983815814440067
10,RIGHT,518,542,569,518,542,569,17.266666666666666,18.066666666666663,18.966666666666665,1.6999999999999993,64.47119944600732,124.45163504332822,59.98043559732091,0.982205597636027
