rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,RIGHT,54,75,100,54,75,100,1.8,2.5,3.333333333333333,1.533333333333333,148.89628317533376,163.43109163185096,14.534808456517197,0.9658830681591168
1,RIGHT,100,121,147,100,121,147,3.333333333333333,4.033333333333333,4.9,1.5666666666666673,154.8186480134191,164.33644783163393,9.517799818214819,0.9786103400919174
2,RIGHT,147,162,198,147,162,198,4.9,5.4,6.6,1.6999999999999993,132.53689329235925,161.92327498421395,29.386381691854698,0.9117469065464459
3,RIGHT,198,209,241,198,209,241,6.6,6.966666666666667,8.033333333333333,1.4333333333333336,97.80694041877545,178.44651973388355,80.6395793151081,0.8853218451593862
4,RIGHT,241,260,288,241,260,288,8.033333333333333,8.666666666666666,9.6,1.5666666666666664,169.6017567676448,175.0068024357648,5.405045668120018,0.992019338740243
5,RIGHT,288,309,335,288,309,335,9.6,10.3,11.166666666666666,1.5666666666666664,156.93158539700534,169.36002239351365,12.428436996508315,0.9829929541382524
6,RIGHT,335,362,383,335,362,383,11.166666666666666,12.066666666666666,12.766666666666667,1.6000000000000014,165.7428849001987,176.42004549062196,10.677160590423245,0.9816486876027114
7,RIGHT,383,407,439,383,407,439,12.766666666666667,13.566666666666666,14.633333333333333,1.8666666666666654,167.2998763344866,171.44194738990998,4.142071055423365,0.9932307297723336
8,RIGHT,439,460,490,439,460,490,14.633333333333333,15.333333333333334,16.333333333333332,1.6999999999999993,164.77697373035102,171.8005936812397,7.023619950888661,0.9804738118098334
9,RIGHT,490,508,540,490,508,540,16.333333333333332,16.933333333333334,18.0,1.6666666666666679,162.36645622585664,170.0006164558443,7.634160229987651,0.9609514938460455
10,RIGHT,540,558,589,540,558,589,18.0,18.6,19.633333333333333,1.6333333333333329,162.80401670124138,169.67701345900508,6.872996757763687,0.9536578563849132
