rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,59,83,108,59,83,108,1.9666666666666663,2.7666666666666666,3.6,1.6333333333333337,94.16487075933368,113.36768748815706,19.202816728823375,0.9981671833992004
1,LEFT,108,131,159,108,131,159,3.6,4.366666666666666,5.3,1.6999999999999997,86.67395330471722,107.8427561779386,21.168802873221377,0.9978570238902018
2,LEFT,159,182,209,159,182,209,5.3,6.066666666666666,6.966666666666667,1.666666666666667,98.8213588409447,118.9087412157022,20.0873823747575,0.9973645849165573
3,LEFT,209,234,262,209,234,262,6.966666666666667,7.8,8.733333333333333,1.7666666666666657,100.80434251182561,118.04134497679605,17.237002464970438,0.9972861276732551
4,LEFT,262,286,315,262,286,315,8.733333333333333,9.533333333333331,10.5,1.7666666666666675,102.56812961848101,120.16032841121431,17.592198792733292,0.997440341078205
5,LEFT,315,340,368,315,340,368,10.5,11.333333333333334,12.266666666666667,1.7666666666666675,105.32172331917388,123.56515722595358,18.243433906779703,0.9973654327569186
6,LEFT,368,395,424,368,395,424,12.266666666666667,13.166666666666666,14.133333333333333,1.8666666666666654,100.22487429156475,118.94854005371393,18.72366576214918,0.9974733598051015
7,LEFT,424,453,485,424,453,485,14.133333333333333,15.1,16.166666666666668,2.033333333333335,101.14813501962638,118.02416797710777,16.87603295748139,0.9971434191990923
8,LEFT,485,514,546,485,514,546,16.166666666666668,17.133333333333333,18.2,2.0333333333333314,104.24773560631924,120.8527883252295,16.60505271891026,0.9966386601489077
9,LEFT,546,577,610,546,577,610,18.2,19.23333333333333,20.33333333333333,2.1333333333333293,109.84992941336964,127.75795991250735,17.908030499137706,0.9975071405753111
10,LEFT,610,642,674,610,642,674,20.33333333333333,21.4,22.466666666666665,2.1333333333333364,109.93768866895604,125.07833390927131,15.140645240315264,0.9973033409852248
11,LEFT,674,709,744,674,709,744,22.466666666666665,23.633333333333333,24.8,2.3333333333333357,119.74379584147387,130.6154792538531,10.871683412379229,0.9974521085130218
