rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,67,89,121,67,89,121,2.2333333333333334,2.966666666666667,4.033333333333333,1.7999999999999998,137.07494883816264,146.9286095044992,9.853660666336557,0.9958749966187911
1,LEFT,121,140,170,121,140,170,4.033333333333333,4.666666666666667,5.666666666666667,1.6333333333333337,128.55999421153655,140.36880170351964,11.808807491983089,0.9957091943422953
2,LEFT,170,191,223,170,191,223,5.666666666666667,6.366666666666666,7.433333333333334,1.7666666666666666,127.9796096821531,140.39588340934165,12.416273727188559,0.9953275418575899
3,LEFT,223,245,276,223,245,276,7.433333333333334,8.166666666666666,9.2,1.7666666666666657,125.41580928245203,139.90932581645905,14.493516534007018,0.9953479836752385
4,LEFT,276,301,339,276,301,339,9.2,10.033333333333331,11.3,2.1000000000000014,135.92176966072628,139.4692283229711,3.5474586622448303,0.9925138705099623
5,LEFT,339,368,416,339,368,416,11.3,12.266666666666667,13.866666666666667,2.5666666666666664,127.35780305527808,140.290937241743,12.933134186464907,0.9952343424670718
6,LEFT,416,452,496,416,452,496,13.866666666666667,15.066666666666666,16.533333333333335,2.666666666666668,136.10124936447153,144.47170347154457,8.370454107073039,0.9958059907940682
7,LEFT,496,527,566,496,527,566,16.533333333333335,17.566666666666666,18.866666666666667,2.333333333333332,138.59488813355486,146.03818066053313,7.443292526978263,0.9952472893285079
8,LEFT,566,592,628,566,592,628,18.866666666666667,19.73333333333333,20.933333333333334,2.0666666666666664,136.19778663783802,142.59158667619693,6.393800038358916,0.9947246467625651
9,LEFT,628,653,687,628,653,687,20.933333333333334,21.766666666666666,22.9,1.966666666666665,135.22755192921457,144.88711545466822,9.65956352545365,0.994763441880544
10,LEFT,687,712,746,687,712,746,22.9,23.73333333333333,24.866666666666667,1.9666666666666686,129.66475951319876,144.41971135047834,14.754951837279584,0.9962662723329333
