rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,52,62,108,52,62,108,1.7333333333333334,2.066666666666667,3.6,1.8666666666666667,36.511596356093165,141.7459374559617,105.23434109986853,0.9610386940470914
1,LEFT,108,126,133,108,126,133,3.6,4.2,4.433333333333334,0.8333333333333335,40.28820118345121,155.69561453289444,115.40741334944323,0.9907847184401292
2,LEFT,133,147,179,133,147,179,4.433333333333334,4.9,5.966666666666667,1.5333333333333332,89.25171571593529,146.88133238785602,57.629616671920736,0.9190192598823116
3,LEFT,228,271,297,228,271,297,7.6,9.033333333333331,9.9,2.3000000000000007,119.77448415449322,158.3994481337658,38.62496397927257,0.9582271485101609
4,LEFT,297,307,339,297,307,339,9.9,10.233333333333333,11.3,1.4000000000000004,30.254161256329752,141.49744387125193,111.24328261492218,0.9416141320568645
5,LEFT,339,352,360,339,352,360,11.3,11.733333333333333,12.0,0.6999999999999993,27.320753458951984,147.38883289893175,120.06807943997977,0.9911836295416858
6,LEFT,360,379,409,360,379,409,12.0,12.633333333333333,13.633333333333333,1.6333333333333329,95.86800149812024,140.39110669632134,44.5231051982011,0.9463950419425962
7,LEFT,409,421,468,409,421,468,13.633333333333333,14.033333333333331,15.6,1.9666666666666668,32.62963859365628,137.34887288942022,104.71923429576394,0.9667772425545585
8,LEFT,468,487,494,468,487,494,15.6,16.233333333333334,16.466666666666665,0.8666666666666654,36.41916755294342,151.66787940839413,115.24871185545071,0.9952339986224233
9,LEFT,494,516,541,494,516,541,16.466666666666665,17.2,18.03333333333333,1.5666666666666664,87.7883600206523,133.09701484929545,45.30865482864315,0.9468027361565166
10,LEFT,541,556,610,541,556,610,18.03333333333333,18.53333333333333,20.33333333333333,2.299999999999997,46.71217773784613,153.5703687411348,106.85819100328868,0.9605668405691783
11,LEFT,610,637,640,610,637,640,20.33333333333333,21.23333333333333,21.33333333333333,1.0,47.66754520025884,159.7974383585725,112.12989315831365,0.9949779939907851
12,LEFT,640,670,682,640,670,682,21.33333333333333,22.33333333333333,22.73333333333333,1.4000000000000021,72.23372016843365,116.53975168157608,44.306031513142436,0.9420512563498447
13,LEFT,772,825,847,772,825,847,25.73333333333333,27.5,28.23333333333333,2.5,41.283882621138346,152.87075521684937,111.58687259571103,0.9893987343499533
14,LEFT,868,898,909,868,898,909,28.933333333333334,29.933333333333334,30.3,1.3666666666666671,54.81771766484167,113.55337023181345,58.73565256697177,0.90279630394209
15,LEFT,1020,1124,1142,1020,1124,1142,34.0,37.46666666666667,38.06666666666667,4.06666666666667,39.77715128016615,150.79691058574997,111.01975930558382,0.9961185852686565
