rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,14,76,108,14,76,108,0.4666666666666667,2.533333333333333,3.6,3.1333333333333333,156.93372843952423,175.7857622600621,18.852033820537894,0.9931680924014041
1,LEFT,138,161,195,138,161,195,4.6,5.366666666666666,6.5,1.9000000000000004,148.5764601998919,174.17673112899845,25.600270929106546,0.9960967572941176
2,LEFT,221,244,272,221,244,272,7.366666666666666,8.133333333333333,9.066666666666666,1.7000000000000002,145.05993138808347,173.6830223902442,28.62309100216073,0.9959226063428781
3,LEFT,301,324,357,301,324,357,10.033333333333331,10.8,11.9,1.866666666666669,145.06186054468228,171.66337063894684,26.601510094264565,0.995135476017556
4,LEFT,383,407,438,383,407,438,12.766666666666667,13.566666666666666,14.6,1.8333333333333321,142.43490477626824,171.37671737590605,28.94181259963781,0.995336601067157
5,LEFT,467,490,520,467,490,520,15.566666666666666,16.333333333333332,17.333333333333332,1.7666666666666657,138.07263497880973,166.97484693383717,28.90221195502744,0.9952576130996514
6,LEFT,545,566,594,545,566,594,18.166666666666668,18.866666666666667,19.8,1.6333333333333329,142.01793363529924,171.20085324998124,29.182919614682,0.9949928208192189
7,LEFT,627,648,673,627,648,673,20.9,21.6,22.433333333333334,1.533333333333335,136.04626861051608,164.99187046468077,28.945601854164693,0.9957973648470342
8,LEFT,707,727,762,707,727,762,23.566666666666663,24.23333333333333,25.4,1.8333333333333357,141.39108456417176,167.80383020371184,26.41274563954009,0.9947253227943467
9,LEFT,784,805,842,784,805,842,26.133333333333333,26.83333333333333,28.066666666666663,1.93333333333333,139.63035623478942,166.01337174590188,26.383015511112454,0.994122552332905
