rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,14,53,64,14,53,64,0.4666666666666667,1.7666666666666666,2.1333333333333333,1.6666666666666665,92.94334132188594,156.82565662946544,63.8823153075795,0.9923008543993131
1,LEFT,164,212,222,164,212,222,5.466666666666667,7.066666666666666,7.4,1.9333333333333336,103.40780681984299,153.38962736326792,49.98182054342494,0.990422931431377
2,LEFT,312,362,462,312,362,462,10.4,12.066666666666666,15.4,5.0,108.8678836438666,153.90334893070238,45.035465286835766,0.9926770322896522
3,LEFT,462,523,599,462,523,599,15.4,17.433333333333334,19.966666666666665,4.566666666666665,110.14798020820756,152.4922173414417,42.34423713323413,0.9932014710373347
4,LEFT,599,662,674,599,662,674,19.966666666666665,22.066666666666663,22.466666666666665,2.5,105.24408891427223,151.7672251884532,46.523136274180985,0.9922514560452677
5,LEFT,768,815,880,768,815,880,25.6,27.166666666666668,29.33333333333333,3.733333333333327,116.81592922245201,152.5122234198307,35.69629419737868,0.9936640288977496
6,LEFT,901,942,953,901,942,953,30.03333333333333,31.4,31.766666666666666,1.7333333333333343,94.44129121230878,152.07952984568922,57.63823863338043,0.992099218023648
7,LEFT,1028,1070,1152,1028,1070,1152,34.266666666666666,35.666666666666664,38.4,4.133333333333333,92.7968250031712,151.16199708574524,58.36517208257405,0.9938195484479269
8,LEFT,1152,1196,1275,1152,1196,1275,38.4,39.86666666666667,42.5,4.100000000000001,102.54770230147908,152.13244149416198,49.5847391926829,0.9947923796792185
9,LEFT,1275,1323,1334,1275,1323,1334,42.5,44.1,44.46666666666667,1.9666666666666686,98.10632249190006,151.84032571293804,53.73400322103798,0.9946489145358403
10,LEFT,1395,1422,1472,1395,1422,1472,46.5,47.4,49.06666666666667,2.56666666666667,79.39048622831803,154.61059572640477,75.22010949808674,0.9939152634041941
11,LEFT,1472,1508,1550,1472,1508,1550,49.06666666666667,50.266666666666666,51.66666666666666,2.599999999999987,103.31611529630196,154.06114461027326,50.7450293139713,0.9935098164695226
12,LEFT,1550,1580,1623,1550,1580,1623,51.66666666666666,52.66666666666666,54.1,2.4333333333333442,103.52238214831647,155.32689450486188,51.804512356545416,0.994838210913512
13,LEFT,1623,1656,1696,1623,1656,1696,54.1,55.2,56.53333333333333,2.43333333333333,104.97249678452829,155.31430846874824,50.34181168421994,0.9932735581118781
