rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,RIGHT,10,50,95,10,50,95,0.3333333333333333,1.6666666666666667,3.1666666666666665,2.833333333333333,109.55552293932558,152.2288519148946,42.673328975569014,0.9932597311892253
1,RIGHT,95,127,169,95,127,169,3.1666666666666665,4.233333333333333,5.633333333333334,2.4666666666666672,80.49124461733113,120.55360405560276,40.06235943827163,0.9915600281291539
2,RIGHT,169,199,242,169,199,242,5.633333333333334,6.633333333333334,8.066666666666666,2.4333333333333327,84.8746439848907,124.30398585326165,39.42934186837095,0.9923885851292997
3,RIGHT,242,272,313,242,272,313,8.066666666666666,9.066666666666666,10.433333333333334,2.366666666666667,84.6189767571351,123.38090230818206,38.761925551046964,0.99196927635758
4,RIGHT,313,341,387,313,341,387,10.433333333333334,11.366666666666667,12.9,2.466666666666667,79.48317800678177,121.17764198448295,41.694463977701176,0.9909816437297397
5,RIGHT,387,416,455,387,416,455,12.9,13.866666666666667,15.166666666666666,2.2666666666666657,75.07732363256838,120.34974112047563,45.272417487907255,0.9915921492277138
6,RIGHT,455,483,519,455,483,519,15.166666666666666,16.1,17.3,2.1333333333333346,78.96414351294922,120.6541222595316,41.689978746582376,0.9906899962669762
7,RIGHT,519,546,583,519,546,583,17.3,18.2,19.433333333333334,2.133333333333333,74.08660763018528,113.48610172324979,39.3994940930645,0.9917680324652257
8,RIGHT,583,612,646,583,612,646,19.433333333333334,20.4,21.53333333333333,2.099999999999998,80.7016653933261,118.56232178408727,37.86065639076117,0.9906815659875672
9,RIGHT,646,674,710,646,674,710,21.53333333333333,22.466666666666665,23.666666666666668,2.1333333333333364,72.89895659097618,113.07571481698962,40.17675822601344,0.9921460206692035
10,RIGHT,710,737,778,710,737,778,23.666666666666668,24.566666666666663,25.933333333333334,2.2666666666666657,80.60071487978749,117.18478500784263,36.58407012805514,0.9881730045097462
11,RIGHT,778,808,844,778,808,844,25.933333333333334,26.933333333333334,28.133333333333333,2.1999999999999993,91.1993080703208,128.63855930614173,37.439251235820926,0.9912454346519204
12,RIGHT,844,877,915,844,877,915,28.133333333333333,29.23333333333333,30.5,2.366666666666667,82.3651610096572,121.28034699830263,38.91518598864543,0.9895485391219457
13,RIGHT,915,946,984,915,946,984,30.5,31.53333333333333,32.8,2.299999999999997,84.70128131509313,128.6858124853672,43.98453117027406,0.9900111093407584
14,RIGHT,984,1016,1058,984,1016,1058,32.8,33.86666666666667,35.266666666666666,2.4666666666666686,105.84790635278767,140.85566945017214,35.00776309738447,0.990377154350281
