rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,99,180,276,99,180,276,3.3,6.0,9.2,5.8999999999999995,171.09438210917597,178.53351127749895,7.439129168322987,0.9731489724657508
1,LEFT,306,340,350,306,340,350,10.2,11.333333333333334,11.666666666666666,1.4666666666666668,159.74211995000348,175.87060549039907,16.1284855403956,0.9611008758898134
2,LEFT,452,548,624,452,548,624,15.066666666666666,18.266666666666666,20.8,5.733333333333334,170.18091699672848,174.20093962701665,4.020022630288163,0.9725206557496204
3,LEFT,624,710,785,624,710,785,20.8,23.666666666666668,26.166666666666668,5.366666666666667,174.75028585357697,176.98874906203534,2.238463208458367,0.9765821235415376
4,LEFT,785,874,977,785,874,977,26.166666666666668,29.133333333333333,32.56666666666667,6.400000000000002,174.6901130391939,178.3260850885677,3.635972049373805,0.9757934456662193
5,LEFT,977,1058,1065,977,1058,1065,32.56666666666667,35.266666666666666,35.5,2.93333333333333,144.74651686949466,176.9155954878715,32.16907861837686,0.9821971717398711
6,LEFT,1065,1099,1137,1065,1099,1137,35.5,36.63333333333333,37.9,2.3999999999999986,47.90853232352837,54.91505678263984,7.0065244591114695,0.9822832397674316
7,LEFT,1234,1383,1480,1234,1383,1480,41.13333333333333,46.1,49.333333333333336,8.200000000000003,177.2631363508486,178.2387450718068,0.9756087209581733,0.9670529979282386
8,LEFT,1566,1694,1700,1566,1694,1700,52.2,56.46666666666667,56.66666666666666,4.466666666666654,133.61109158177382,178.9058440241385,45.29475244236468,0.9751906037330628
9,LEFT,1700,1740,1750,1700,1740,1750,56.66666666666666,58.0,58.333333333333336,1.6666666666666785,48.96880702525781,50.89097397049113,1.9221669452333225,0.9804793043074266
10,LEFT,2014,2033,2037,2014,2033,2037,67.13333333333334,67.76666666666667,67.9,0.7666666666666657,49.237725732829645,169.38619275947272,120.14846702664308,0.9580060914158821
11,LEFT,2037,2113,2154,2037,2113,2154,67.9,70.43333333333334,71.8,3.8999999999999915,157.71020211332333,159.78148116400578,2.0712790506824583,0.9726119421969699
12,LEFT,2154,2163,2176,2154,2163,2176,71.8,72.1,72.53333333333333,0.7333333333333343,65.16702232184039,124.798114096071,59.63109177423062,0.9505192421484685
13,LEFT,2176,2187,2234,2176,2187,2234,72.53333333333333,72.9,74.46666666666667,1.9333333333333371,45.423526682091605,168.03755271211313,122.61402603002152,0.9759580947585025
14,LEFT,2320,2434,2483,2320,2434,2483,77.33333333333333,81.13333333333334,82.76666666666667,5.433333333333337,166.5410192350695,173.06031101763313,6.519291782563607,0.9748853305733302
15,LEFT,2483,2494,2577,2483,2494,2577,82.76666666666667,83.13333333333334,85.9,3.13333333333334,74.45239005854137,95.62586823286871,21.17347817432735,0.9659280486274183
