rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,51,81,114,51,81,114,1.7,2.7,3.8,2.0999999999999996,142.95073804483434,179.4096147295898,36.458876684755474,0.9766667447984217
1,LEFT,114,142,177,114,142,177,3.8,4.733333333333333,5.9,2.1000000000000005,139.48803646917077,178.94772171690605,39.459685247735294,0.9746675696223974
2,LEFT,177,209,243,177,209,243,5.9,6.966666666666667,8.1,2.1999999999999993,138.11743479209528,178.97316889801826,40.855734105922984,0.9827241518011139
3,LEFT,243,276,309,243,276,309,8.1,9.2,10.3,2.200000000000001,140.19715020569888,179.58036840790928,39.38321820221041,0.9707354621507635
4,LEFT,309,343,378,309,343,378,10.3,11.433333333333334,12.6,2.299999999999999,138.0594989676421,178.96832774464997,40.90882877700786,0.9711570231687454
5,LEFT,378,410,445,378,410,445,12.6,13.666666666666666,14.833333333333334,2.2333333333333343,136.48438967310358,179.50756811180682,43.02317843870324,0.9809018878960141
6,LEFT,445,480,512,445,480,512,14.833333333333334,16.0,17.066666666666666,2.2333333333333325,138.64034846572451,179.7778942630606,41.13754579733609,0.9825626860062283
7,LEFT,512,542,575,512,542,575,17.066666666666666,18.066666666666663,19.166666666666668,2.1000000000000014,137.56515667170908,178.81215932300208,41.247002651292995,0.9765094850833217
8,LEFT,575,608,641,575,608,641,19.166666666666668,20.266666666666666,21.366666666666667,2.1999999999999993,132.98609217230472,179.2892343694845,46.30314219717976,0.9733917280216121
9,LEFT,641,675,709,641,675,709,21.366666666666667,22.5,23.633333333333333,2.2666666666666657,137.61534215275287,179.67547330610034,42.06013115334747,0.9739496396935504
10,LEFT,709,743,782,709,743,782,23.633333333333333,24.766666666666666,26.066666666666663,2.43333333333333,136.159261298685,179.43225644741327,43.27299514872826,0.9764416856808706
