rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,64,96,143,64,96,143,2.1333333333333333,3.2,4.766666666666667,2.6333333333333333,102.54550238782298,143.90841624576635,41.36291385794336,0.9966454764207204
1,LEFT,143,175,221,143,175,221,4.766666666666667,5.833333333333333,7.366666666666666,2.5999999999999996,87.90870216483324,133.7117148339381,45.803012669104845,0.9970576838601993
2,LEFT,221,253,305,221,253,305,7.366666666666666,8.433333333333334,10.166666666666666,2.8,107.08753978267401,145.60009532203424,38.51255553936023,0.9969534710341807
3,LEFT,305,336,384,305,336,384,10.166666666666666,11.2,12.8,2.6333333333333346,102.93394709053436,147.10799151276225,44.17404442222789,0.9971896027525267
4,LEFT,384,414,465,384,414,465,12.8,13.8,15.5,2.6999999999999993,93.753225723914,144.30807027680356,50.554844552889556,0.9963752557107103
5,LEFT,465,496,547,465,496,547,15.5,16.533333333333335,18.23333333333333,2.7333333333333307,103.03607675868932,149.21876203728092,46.18268527859161,0.9960164411000938
6,LEFT,547,581,626,547,581,626,18.23333333333333,19.366666666666667,20.866666666666667,2.6333333333333364,99.900880322701,148.9349661017489,49.0340857790479,0.996338886519273
7,LEFT,626,658,704,626,658,704,20.866666666666667,21.933333333333334,23.466666666666665,2.599999999999998,101.77653090628394,152.72167494183847,50.94514403555454,0.9957727198862324
8,LEFT,704,761,800,704,761,800,23.466666666666665,25.366666666666667,26.666666666666668,3.200000000000003,101.48245187269094,149.23191298291803,47.74946111022709,0.9960544590687833
9,LEFT,800,846,878,800,846,878,26.666666666666668,28.2,29.266666666666666,2.599999999999998,70.75050329579345,142.4680813827794,71.71757808698594,0.9968126589738872
10,LEFT,878,907,946,878,907,946,29.266666666666666,30.23333333333333,31.53333333333333,2.2666666666666657,64.70061138476095,138.0213716015423,73.32076021678137,0.9965742875412467
