rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,RIGHT,44,77,89,44,77,89,1.4666666666666666,2.566666666666667,2.966666666666667,1.5000000000000002,148.64028611010036,163.864379748615,15.224093638514633,0.840997573690138
1,RIGHT,89,101,118,89,101,118,2.966666666666667,3.3666666666666667,3.933333333333333,0.9666666666666663,55.58668751914071,78.37705487089023,22.79036735174952,0.8472346047560374
2,RIGHT,118,130,146,118,130,146,3.933333333333333,4.333333333333333,4.866666666666666,0.9333333333333331,77.92940380475764,139.06348370312978,61.13407989837213,0.8414928632221003
3,RIGHT,146,170,181,146,170,181,4.866666666666666,5.666666666666667,6.033333333333333,1.166666666666667,78.90723611145727,166.4155412214627,87.50830511000542,0.8710368419135057
4,RIGHT,181,195,207,181,195,207,6.033333333333333,6.5,6.9,0.8666666666666671,152.39384166865244,165.42720657749186,13.033364908839406,0.8677752643455695
5,RIGHT,207,217,229,207,217,229,6.9,7.233333333333333,7.633333333333334,0.7333333333333334,26.96775906206736,156.69549269074602,129.72773362867866,0.7844577146613081
6,RIGHT,229,240,251,229,240,251,7.633333333333334,8.0,8.366666666666667,0.7333333333333334,127.99151337486806,155.90124760385405,27.909734228985982,0.789697786172231
7,RIGHT,251,271,289,251,271,289,8.366666666666667,9.033333333333331,9.633333333333333,1.2666666666666657,93.57776439635896,158.20016174126533,64.62239734490637,0.7761709766510205
8,RIGHT,289,332,353,289,332,353,9.633333333333333,11.066666666666666,11.766666666666667,2.1333333333333346,156.65321984251304,160.03817173229407,3.3849518897810444,0.8475090800187527
9,RIGHT,378,417,434,378,417,434,12.6,13.9,14.466666666666669,1.866666666666669,38.71845387391057,55.41104601187041,16.692592137959842,0.8400287729257728
10,RIGHT,434,445,456,434,445,456,14.466666666666669,14.833333333333334,15.2,0.7333333333333307,37.29006309486341,128.5762428040987,91.2861797092353,0.7993310905885005
11,RIGHT,456,466,479,456,466,479,15.2,15.533333333333331,15.966666666666669,0.7666666666666693,64.44065255281444,126.22121557084998,61.78056301803553,0.9015904466311137
12,RIGHT,479,492,501,479,492,501,15.966666666666669,16.4,16.7,0.7333333333333307,158.3751248876999,171.84200699237667,13.466882104676754,0.8577104936475339
13,RIGHT,523,534,547,523,534,547,17.433333333333334,17.8,18.23333333333333,0.7999999999999972,70.18390929795177,139.62913888679324,69.44522958884147,0.8764658308029175
14,RIGHT,609,621,665,609,621,665,20.3,20.7,22.166666666666668,1.8666666666666671,156.10659644434162,169.99292881018235,13.886332365840728,0.8901475472756994
15,RIGHT,665,678,705,665,678,705,22.166666666666668,22.6,23.5,1.3333333333333321,159.07898244358816,173.30159602052146,14.222613576933291,0.8924469976890376
16,RIGHT,705,728,735,705,728,735,23.5,24.266666666666666,24.5,1.0,100.15609175305718,121.18896229414719,21.032870541090006,0.89378527351605
17,RIGHT,781,792,812,781,792,812,26.03333333333333,26.4,27.066666666666663,1.0333333333333314,74.5023704395196,164.53947344168736,90.03710300216777,0.8351913361499708
18,RIGHT,812,827,839,812,827,839,27.066666666666663,27.566666666666663,27.966666666666665,0.9000000000000021,75.46542787537182,169.85389834961168,94.38847047423987,0.8802964552527381
19,RIGHT,839,871,882,839,871,882,27.966666666666665,29.03333333333333,29.4,1.4333333333333336,160.9820932146461,166.4954005205008,5.513307305854673,0.8010306746670696
20,RIGHT,882,906,934,882,906,934,29.4,30.2,31.133333333333333,1.7333333333333343,43.01176528240452,58.10925172420985,15.097486441805328,0.8295787602850476
21,RIGHT,962,1004,1014,962,1004,1014,32.06666666666667,33.46666666666667,33.8,1.7333333333333272,35.624344153251386,65.49575502102526,29.871410867773875,0.9347100831427666
22,RIGHT,1014,1026,1043,1014,1026,1043,33.8,34.2,34.766666666666666,0.9666666666666686,29.486057450623846,43.20879168218491,13.722734231561061,0.9691944420337677
23,RIGHT,1043,1055,1076,1043,1055,1076,34.766666666666666,35.166666666666664,35.86666666666667,1.1000000000000014,33.366586129320574,42.14930146069971,8.782715331379139,0.9439184519590117
24,RIGHT,1076,1111,1123,1076,1111,1123,35.86666666666667,37.03333333333333,37.43333333333333,1.5666666666666629,39.645160953301016,129.1470270622331,89.50186610893208,0.8765608440670704
