rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,RIGHT,65,95,144,65,95,144,2.1666666666666665,3.1666666666666665,4.8,2.6333333333333333,102.93959143206061,143.6631799134024,40.723588481341785,0.9952028607328731
1,RIGHT,144,175,221,144,175,221,4.8,5.833333333333333,7.366666666666666,2.5666666666666664,94.66264289493523,137.60251235426966,42.939869459334425,0.9959214727083842
2,RIGHT,221,253,306,221,253,306,7.366666666666666,8.433333333333334,10.2,2.833333333333333,111.78106559432794,150.44412591916125,38.66306032483332,0.9961844574111379
3,RIGHT,306,337,384,306,337,384,10.2,11.233333333333333,12.8,2.6000000000000014,105.38744832866055,145.94841362880746,40.5609653001469,0.9970149591502256
4,RIGHT,384,415,465,384,415,465,12.8,13.833333333333334,15.5,2.6999999999999993,101.14775006501193,145.37676914476583,44.2290190797539,0.9965473447388751
5,RIGHT,465,498,545,465,498,545,15.5,16.6,18.166666666666668,2.666666666666668,117.73778638469662,156.91374499390167,39.17595860920505,0.9962452328744741
6,RIGHT,545,582,626,545,582,626,18.166666666666668,19.4,20.866666666666667,2.6999999999999993,107.75268800951741,155.5564520560418,47.80376404652438,0.9962954659287523
7,RIGHT,626,659,699,626,659,699,20.866666666666667,21.966666666666665,23.3,2.4333333333333336,105.12238547257417,156.0991759001708,50.97679042759662,0.9958436660938436
8,RIGHT,721,761,799,721,761,799,24.03333333333333,25.366666666666667,26.633333333333333,2.6000000000000014,108.22051211081624,158.75391998875781,50.53340787794157,0.9966301402462181
9,RIGHT,799,844,878,799,844,878,26.633333333333333,28.133333333333333,29.266666666666666,2.633333333333333,68.2001196498578,144.66638984906626,76.46627019920847,0.9945559859275818
10,RIGHT,878,907,948,878,907,948,29.266666666666666,30.23333333333333,31.6,2.3333333333333357,61.81789352821559,141.24602822778897,79.42813469957338,0.9951608589557416
