rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,80,192,309,80,192,309,2.6666666666666665,6.4,10.3,7.633333333333335,169.88961857481635,179.36459853413933,9.474979959322987,0.9895139875619308
1,LEFT,309,425,505,309,425,505,10.3,14.166666666666666,16.833333333333332,6.533333333333331,171.11864513994686,179.63119646053852,8.512551320591669,0.9907779092514373
2,LEFT,533,645,742,533,645,742,17.766666666666666,21.5,24.73333333333333,6.966666666666665,167.94237235181114,176.64641104254235,8.704038690731222,0.9907492369886428
3,LEFT,742,846,931,742,846,931,24.73333333333333,28.2,31.03333333333333,6.300000000000001,167.14962574220954,176.2941145467244,9.144488804514863,0.9921506912039039
4,LEFT,931,1027,1128,931,1027,1128,31.03333333333333,34.233333333333334,37.6,6.56666666666667,169.36050011548016,177.15958532695706,7.799085211476902,0.9927297027825506
5,LEFT,1128,1245,1343,1128,1245,1343,37.6,41.5,44.766666666666666,7.166666666666664,168.60658495638094,177.9976702625362,9.391085306155249,0.9913476001885202
6,LEFT,1343,1475,1585,1343,1475,1585,44.766666666666666,49.16666666666666,52.833333333333336,8.06666666666667,169.02025966656296,178.36673834062285,9.346478674059881,0.9904563719680116
7,LEFT,1585,1733,1795,1585,1733,1795,52.833333333333336,57.766666666666666,59.833333333333336,7.0,167.28872417589625,177.1594411277306,9.870716951834343,0.9941806703758842
8,LEFT,1925,2057,2129,1925,2057,2129,64.16666666666667,68.56666666666666,70.96666666666667,6.799999999999997,162.96000272491924,173.6626790395395,10.70267631462029,0.9936886774815195
9,LEFT,2276,2402,2570,2276,2402,2570,75.86666666666666,80.06666666666666,85.66666666666667,9.800000000000011,157.19238800253336,168.85226715224542,11.659879149712062,0.9948430222980047
