rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,109,157,192,109,157,192,3.633333333333333,5.233333333333333,6.4,2.7666666666666675,102.65567446590865,155.76715767947306,53.11148321356441,0.9853219423029158
1,LEFT,461,503,515,461,503,515,15.366666666666667,16.766666666666666,17.166666666666668,1.8000000000000007,95.90661540587087,153.45820918144855,57.55159377557768,0.9897668910749031
2,LEFT,573,603,643,573,603,643,19.1,20.1,21.433333333333334,2.333333333333332,102.19632551809391,150.35649601295535,48.16017049486143,0.9951988578962048
3,LEFT,643,671,723,643,671,723,21.433333333333334,22.366666666666667,24.1,2.666666666666668,112.98144237270563,149.89283305883743,36.911390686131796,0.9915987204131765
4,LEFT,723,752,807,723,752,807,24.1,25.066666666666663,26.9,2.799999999999997,108.97961462035549,150.95050609445937,41.97089147410388,0.9913951642373029
5,LEFT,807,844,850,807,844,850,26.9,28.133333333333333,28.33333333333333,1.43333333333333,94.91291908005007,153.41921102515974,58.506291945109666,0.9912341503482879
6,LEFT,1125,1199,1248,1125,1199,1248,37.5,39.96666666666667,41.6,4.100000000000001,96.00405125058487,151.0376886010168,55.033637350431945,0.9927385239511407
7,LEFT,1248,1279,1319,1248,1279,1319,41.6,42.63333333333333,43.96666666666667,2.366666666666667,99.2713001288741,152.15543447802227,52.88413434914817,0.9905924330706948
8,LEFT,1319,1347,1377,1319,1347,1377,43.96666666666667,44.9,45.9,1.93333333333333,96.2779089994211,151.836113005872,55.55820400645089,0.9914445725537963
9,LEFT,1377,1393,1415,1377,1393,1415,45.9,46.43333333333333,47.16666666666666,1.2666666666666586,75.31430458906327,150.11679005562488,74.8024854665616,0.9928837719126644
10,LEFT,1415,1433,1456,1415,1433,1456,47.16666666666666,47.766666666666666,48.53333333333333,1.3666666666666742,94.04408001442351,151.03645469020006,56.99237467577655,0.9921881963336276
11,LEFT,1456,1475,1500,1456,1475,1500,48.53333333333333,49.16666666666666,50.0,1.4666666666666686,103.99839079732175,154.14284728553994,50.1444564882182,0.9921381288104588
12,LEFT,1500,1524,1558,1500,1524,1558,50.0,50.8,51.93333333333333,1.93333333333333,109.79579284174277,154.28407673882054,44.48828389707778,0.9905243148911471
13,LEFT,1558,1601,1659,1558,1601,1659,51.93333333333333,53.36666666666667,55.3,3.366666666666667,119.15574197300597,157.41333383181242,38.25759185880644,0.9899259266120936
