rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,LEFT,26,64,161,26,64,161,0.8666666666666667,2.1333333333333333,5.366666666666666,4.5,172.60367518450164,179.57392587251897,6.970250688017324,0.9875981074337867
1,LEFT,161,208,314,161,208,314,5.366666666666666,6.933333333333334,10.466666666666669,5.100000000000002,169.9346980621168,177.6715132107765,7.73681514865969,0.9848170695882854
2,LEFT,314,363,457,314,363,457,10.466666666666669,12.1,15.233333333333333,4.766666666666664,168.34184027616521,177.6302413031863,9.288401027021091,0.9838545646656444
3,LEFT,457,499,532,457,499,532,15.233333333333333,16.633333333333333,17.733333333333334,2.5000000000000018,168.88874966201112,177.32994747315666,8.441197811145544,0.9871569051031482
