rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,RIGHT,97,130,176,97,130,176,3.2333333333333334,4.333333333333333,5.866666666666666,2.633333333333333,99.66249535863383,134.0973871733294,34.434891814695554,0.99598303809762
1,RIGHT,176,209,252,176,209,252,5.866666666666666,6.966666666666667,8.4,2.533333333333334,91.70841471218208,130.19695503940372,38.48854032722164,0.9954069507070433
2,RIGHT,252,283,320,252,283,320,8.4,9.433333333333334,10.666666666666666,2.2666666666666657,81.00557081651534,120.78158691239828,39.77601609588294,0.9954399423322816
3,RIGHT,320,349,387,320,349,387,10.666666666666666,11.633333333333333,12.9,2.2333333333333343,82.02101775410087,113.6503434857773,31.62932573167643,0.9944598350454781
4,RIGHT,387,413,453,387,413,453,12.9,13.766666666666667,15.1,2.1999999999999993,75.70489285571512,113.7341935380684,38.02930068235327,0.9945755390385489
5,RIGHT,453,483,523,453,483,523,15.1,16.1,17.433333333333334,2.333333333333334,81.21082993926237,120.3545092918438,39.14367935258143,0.9953119813556403
6,RIGHT,523,553,590,523,553,590,17.433333333333334,18.433333333333334,19.666666666666668,2.2333333333333343,71.3362287859571,111.63986182202615,40.30363303606904,0.9928721437851588
7,RIGHT,590,619,655,590,619,655,19.666666666666668,20.633333333333333,21.83333333333333,2.1666666666666607,82.97453569517455,120.21243789536003,37.23790220018547,0.9952495519560998
8,RIGHT,655,683,720,655,683,720,21.83333333333333,22.766666666666666,24.0,2.1666666666666714,72.53757688816751,109.3282886157021,36.79071172753459,0.9939247809275233
9,RIGHT,720,752,787,720,752,787,24.0,25.066666666666663,26.23333333333333,2.2333333333333307,95.58593437152683,127.95437079400335,32.36843642247651,0.9948839136198454
10,RIGHT,787,815,850,787,815,850,26.23333333333333,27.166666666666668,28.33333333333333,2.099999999999998,79.79324684503473,113.14342877914623,33.350181934111504,0.9933576714247465
11,RIGHT,850,880,916,850,880,916,28.33333333333333,29.33333333333333,30.53333333333333,2.200000000000003,88.55513544907362,125.82662851336632,37.271493064292706,0.9913663623937919
12,RIGHT,916,948,982,916,948,982,30.53333333333333,31.6,32.733333333333334,2.200000000000003,94.603822335668,129.63694556535768,35.03312322968968,0.9919330344271304
13,RIGHT,982,1010,1044,982,1010,1044,32.733333333333334,33.666666666666664,34.8,2.066666666666663,83.34160198055608,119.2307361119816,35.889134131425514,0.9928881409307007
14,RIGHT,1044,1070,1110,1044,1070,1110,34.8,35.666666666666664,37.0,2.200000000000003,74.85125187030673,111.63932305093091,36.78807118062418,0.9922181240361722
15,RIGHT,1110,1141,1181,1110,1141,1181,37.0,38.03333333333333,39.36666666666667,2.366666666666667,92.96657587819851,131.78685402984837,38.820278151649866,0.992317784163687
16,RIGHT,1181,1211,1248,1181,1211,1248,39.36666666666667,40.36666666666667,41.6,2.2333333333333343,76.29645933040422,114.50463448436466,38.20817515396043,0.9895547257334577
17,RIGHT,1248,1279,1319,1248,1279,1319,41.6,42.63333333333333,43.96666666666667,2.366666666666667,94.39488387039589,134.54337930156024,40.14849543116435,0.9921713018858873
18,RIGHT,1319,1348,1387,1319,1348,1387,43.96666666666667,44.93333333333333,46.23333333333333,2.2666666666666586,95.33932383957683,132.97297009988546,37.63364626030862,0.9931308785498429
19,RIGHT,1387,1419,1465,1387,1419,1465,46.23333333333333,47.3,48.833333333333336,2.6000000000000085,97.09508944994471,134.41275899301215,37.31766954306744,0.9900828454061903
