rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,RIGHT,8,108,146,8,108,146,0.2666666666666666,3.6,4.866666666666666,4.6,140.47451058321786,167.69563093305894,27.221120349841076,0.8638954023948962
1,RIGHT,146,177,180,146,177,180,4.866666666666666,5.9,6.0,1.1333333333333337,142.77424579498657,165.76396759227188,22.989721797285313,0.8269675575551534
2,RIGHT,284,314,345,284,314,345,9.466666666666669,10.466666666666669,11.5,2.0333333333333314,139.76391201875592,165.4066498323508,25.642737813594888,0.8310661974453157
