rep_id,side,start_idx,peak_idx,end_idx,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,rep_duration,rom_deg,elbow_start_deg,elbow_peak_deg,mean_vis_arm
0,RIGHT,114,192,275,114,192,275,3.8,6.4,9.166666666666666,5.366666666666666,165.90976959447198,174.52947899814214,8.619709403670164,0.9742519842008504
1,RIGHT,330,424,504,330,424,504,11.0,14.133333333333333,16.8,5.800000000000001,170.76880865531763,179.39173427152085,8.622925616203224,0.9779505021231515
2,RIGHT,536,647,738,536,647,738,17.866666666666667,21.566666666666663,24.6,6.733333333333334,171.2863986746871,179.8076360722701,8.521237397583011,0.9756992810661178
3,RIGHT,738,846,898,738,846,898,24.6,28.2,29.933333333333334,5.333333333333332,171.15643307915641,179.51634631768715,8.359913238530726,0.9788755468453434
4,RIGHT,958,1029,1087,958,1029,1087,31.933333333333334,34.3,36.23333333333333,4.299999999999994,170.6666274113396,177.6610683898661,6.994440978526504,0.9766595238294358
5,RIGHT,1110,1246,1339,1110,1246,1339,37.0,41.53333333333333,44.63333333333333,7.633333333333333,169.57828803699357,179.8738267990243,10.295538762030745,0.9791217979313669
6,RIGHT,1369,1475,1514,1369,1475,1514,45.63333333333333,49.16666666666666,50.46666666666667,4.833333333333336,170.93371369486448,179.49897205537658,8.565258360512093,0.9701121189550721
7,RIGHT,1621,1734,1803,1621,1734,1803,54.03333333333333,57.8,60.1,6.06666666666667,165.94170880644674,175.97801889295212,10.03631008650538,0.9768747613512535
8,RIGHT,1958,2058,2177,1958,2058,2177,65.26666666666667,68.6,72.56666666666666,7.299999999999997,162.52283687757298,172.9876679132497,10.464831035676712,0.9709126085946055
9,RIGHT,2277,2402,2514,2277,2402,2514,75.9,80.06666666666666,83.8,7.8999999999999915,160.2616834186626,174.08001561638466,13.81833219772203,0.9794517396544875
