frame,time_sec,lm23_x,lm23_y,lm23_z,lm23_vis,lm24_x,lm24_y,lm24_z,lm24_vis,lm11_x,lm11_y,lm11_z,lm11_vis,lm12_x,lm12_y,lm12_z,lm12_vis,lm13_x,lm13_y,lm13_z,lm13_vis,lm14_x,lm14_y,lm14_z,lm14_vis,lm15_x,lm15_y,lm15_z,lm15_vis,lm16_x,lm16_y,lm16_z,lm16_vis
0,0.0,0.5579007267951965,0.6296968460083008,0.013354955241084099,0.9990729093551636,0.473412424325943,0.6218617558479309,-0.013344815000891685,0.9988327622413635,0.596974790096283,0.3698130249977112,-0.40673285722732544,0.9998524188995361,0.4432736337184906,0.34709668159484863,-0.4991949200630188,0.9997803568840027,0.6249129176139832,0.5543057918548584,-0.35141149163246155,0.9642825126647949,0.4050179123878479,0.5743104815483093,-0.508398175239563,0.9949983358383179,0.6533031463623047,0.7348602414131165,-0.39569127559661865,0.9027223587036133,0.41097894310951233,0.8197140097618103,-0.5477234125137329,0.9649165272712708
1,0.03333333333333333,0.5606755018234253,0.624742865562439,0.008453484624624252,0.9990090727806091,0.47402602434158325,0.6267550587654114,-0.008495928719639778,0.9988017678260803,0.597925066947937,0.36988911032676697,-0.4157024025917053,0.9998471140861511,0.4436935782432556,0.347062885761261,-0.4989960789680481,0.9997957348823547,0.6236424446105957,0.556233286857605,-0.38346487283706665,0.9637229442596436,0.4020315110683441,0.5907278060913086,-0.5094566941261292,0.9953727722167969,0.6452838182449341,0.732909619808197,-0.44131046533584595,0.9009867310523987,0.4072321355342865,0.8247425556182861,-0.5485180616378784,0.9672199487686157
2,0.06666666666666667,0.5612615346908569,0.6249666213989258,0.007557130418717861,0.998982310295105,0.47262081503868103,0.6312251687049866,-0.007613328751176596,0.9987822771072388,0.5984309911727905,0.37022849917411804,-0.41871899366378784,0.9998494982719421,0.4417109489440918,0.3481005132198334,-0.4989685118198395,0.9998108148574829,0.62214595079422,0.5654852390289307,-0.37512654066085815,0.9645457863807678,0.4013536870479584,0.5944159030914307,-0.5007298588752747,0.9957207441329956,0.6369130611419678,0.7491715550422668,-0.43025240302085876,0.9012938737869263,0.40331023931503296,0.83202064037323,-0.54137122631073,0.9693982601165771
3,0.1,0.5606364011764526,0.628977358341217,0.007718724198639393,0.9989544749259949,0.4710499346256256,0.6368029713630676,-0.0077409399673342705,0.9987706542015076,0.5984436273574829,0.3703322410583496,-0.4323092997074127,0.9998534917831421,0.4398747384548187,0.3481011986732483,-0.5086327791213989,0.9998244047164917,0.6156139969825745,0.5749078392982483,-0.37405985593795776,0.9669030904769897,0.40080541372299194,0.5976105332374573,-0.5022059679031372,0.9960454106330872,0.6209285259246826,0.7689997553825378,-0.42757439613342285,0.9077752232551575,0.39958661794662476,0.8322813510894775,-0.5542424917221069,0.971562385559082
4,0.13333333333333333,0.5583475232124329,0.6505748629570007,0.007007206324487925,0.9987812638282776,0.46944481134414673,0.6558924913406372,-0.006977970711886883,0.9986670613288879,0.5971464514732361,0.37142956256866455,-0.4202449321746826,0.9998500943183899,0.43904152512550354,0.3477526903152466,-0.4958833158016205,0.9998375773429871,0.610198974609375,0.5780252814292908,-0.32958120107650757,0.9682344198226929,0.3986019492149353,0.5975248217582703,-0.4627683758735657,0.9963508248329163,0.6162952184677124,0.7681965231895447,-0.3551190495491028,0.9101144671440125,0.3956810534000397,0.8299203515052795,-0.4965878129005432,0.9734387993812561
5,0.16666666666666666,0.5476453304290771,0.688893735408783,0.007191166281700134,0.9986880421638489,0.4606781601905823,0.6908321976661682,-0.007172194309532642,0.9986015558242798,0.5954797267913818,0.3752345144748688,-0.42158323526382446,0.999843955039978,0.43379050493240356,0.3488420248031616,-0.49589046835899353,0.9998459815979004,0.6062816977500916,0.5872166156768799,-0.33831217885017395,0.9689221382141113,0.39554041624069214,0.6017597317695618,-0.46929994225502014,0.9965114593505859,0.612241268157959,0.7806551456451416,-0.37514352798461914,0.9107835292816162,0.3897862434387207,0.8300974369049072,-0.5139292478561401,0.9740391373634338
6,0.2,0.543778657913208,0.7181177139282227,0.009281833656132221,0.9986692070960999,0.453119695186615,0.7156301736831665,-0.009250489063560963,0.9985982775688171,0.5955004692077637,0.38032349944114685,-0.3703649044036865,0.9998347163200378,0.4243296682834625,0.35546404123306274,-0.44690075516700745,0.9998565912246704,0.6056893467903137,0.5948216915130615,-0.23274758458137512,0.970421314239502,0.3918495774269104,0.6036341190338135,-0.3743869364261627,0.9966984391212463,0.6143583655357361,0.7886061668395996,-0.19835782051086426,0.910497784614563,0.38517680764198303,0.8298994898796082,-0.3848760426044464,0.9746317267417908
7,0.23333333333333334,0.5440298914909363,0.7481836080551147,0.008479264564812183,0.9987100958824158,0.4505167007446289,0.7449827194213867,-0.008464878425002098,0.9986290335655212,0.5954157710075378,0.3841676414012909,-0.268379271030426,0.9998258948326111,0.4208305776119232,0.35924798250198364,-0.31470537185668945,0.9998642206192017,0.6053491830825806,0.5947240591049194,-0.12482806295156479,0.972468376159668,0.38615182042121887,0.6049702763557434,-0.24299931526184082,0.9968407154083252,0.6153539419174194,0.7954238057136536,-0.07758449018001556,0.9145072102546692,0.38227778673171997,0.8296976685523987,-0.2587786316871643,0.9750142097473145
8,0.26666666666666666,0.542745053768158,0.7777000665664673,0.008969588205218315,0.99869704246521,0.44487303495407104,0.7731241583824158,-0.008972132578492165,0.998650074005127,0.5940456390380859,0.3900292217731476,-0.2244201898574829,0.9997674226760864,0.41551217436790466,0.36735886335372925,-0.28211018443107605,0.9998722672462463,0.6012293100357056,0.6051563024520874,-0.08291603624820709,0.9724379777908325,0.3805443048477173,0.6104853749275208,-0.22446517646312714,0.9970470666885376,0.6106101870536804,0.8118151426315308,-0.04357961192727089,0.9088873267173767,0.37775719165802,0.8296311497688293,-0.24661286175251007,0.9756566882133484
9,0.3,0.5435332655906677,0.8020628094673157,0.007842948660254478,0.9986909031867981,0.4434826970100403,0.794545590877533,-0.0076990434899926186,0.9986900687217712,0.5940148830413818,0.39231300354003906,-0.1523430198431015,0.9997692108154297,0.4127739369869232,0.3698028028011322,-0.1799391210079193,0.9998814463615417,0.6023683547973633,0.6132757067680359,-0.05509444326162338,0.9741414189338684,0.37714871764183044,0.6100428104400635,-0.13799647986888885,0.9971926212310791,0.6139124631881714,0.8072222471237183,-0.06425663083791733,0.9115543365478516,0.3787177801132202,0.8341072201728821,-0.1796143352985382,0.9754461050033569
