frame,time_sec,lm23_x,lm23_y,lm23_z,lm23_vis,lm24_x,lm24_y,lm24_z,lm24_vis,lm11_x,lm11_y,lm11_z,lm11_vis,lm12_x,lm12_y,lm12_z,lm12_vis,lm13_x,lm13_y,lm13_z,lm13_vis,lm14_x,lm14_y,lm14_z,lm14_vis,lm15_x,lm15_y,lm15_z,lm15_vis,lm16_x,lm16_y,lm16_z,lm16_vis
0,0.0,0.5787392258644104,0.5149403214454651,-0.11957676708698273,0.9998784065246582,0.4518137574195862,0.509080708026886,0.11913146823644638,0.9997467398643494,0.6376035213470459,0.2829318642616272,-0.3144960403442383,0.9999938011169434,0.4120818078517914,0.2950260639190674,0.04913436621427536,0.9999159574508667,0.6887036561965942,0.39514994621276855,-0.30613163113594055,0.9982702732086182,0.40585678815841675,0.3991338312625885,0.18399259448051453,0.8751450181007385,0.6448957920074463,0.5064570903778076,-0.37284404039382935,0.9956983327865601,0.3634949326515198,0.48097899556159973,0.032962411642074585,0.9451165795326233
1,0.03333333333333333,0.5796180963516235,0.5098804235458374,-0.11887238174676895,0.9998833537101746,0.4541846215724945,0.505384087562561,0.11839846521615982,0.999758780002594,0.6383206248283386,0.28381842374801636,-0.2936590611934662,0.9999942183494568,0.41395407915115356,0.29714852571487427,0.0627921000123024,0.9999218583106995,0.6889055967330933,0.39584264159202576,-0.2789328098297119,0.9983144998550415,0.4040263295173645,0.4006623923778534,0.18422134220600128,0.8782921433448792,0.645912766456604,0.5055961012840271,-0.361306369304657,0.9959233403205872,0.3636714518070221,0.48164865374565125,0.024822797626256943,0.9470478296279907
2,0.06666666666666667,0.5799480676651001,0.5089470744132996,-0.11819756031036377,0.9998885989189148,0.4547509253025055,0.504023551940918,0.11768211424350739,0.9997705221176147,0.639283299446106,0.28473010659217834,-0.2861679494380951,0.9999945759773254,0.41469335556030273,0.29758358001708984,0.06406451761722565,0.9999272227287292,0.6889660358428955,0.3964761793613434,-0.26435667276382446,0.9983524680137634,0.4028579294681549,0.40124478936195374,0.17955709993839264,0.8805814981460571,0.6465455293655396,0.5055432915687561,-0.340615451335907,0.9961013793945312,0.3649144768714905,0.4818384051322937,0.013960128650069237,0.9486162662506104
3,0.1,0.5807740688323975,0.5089578628540039,-0.11628709733486176,0.9998946785926819,0.45473065972328186,0.5038448572158813,0.11573220789432526,0.9997826814651489,0.6408935785293579,0.28513792157173157,-0.28797122836112976,0.9999949336051941,0.4146801829338074,0.29754677414894104,0.0543077178299427,0.9999319911003113,0.6889463067054749,0.3975544273853302,-0.27157145738601685,0.9984174370765686,0.4014924466609955,0.40126192569732666,0.1728546917438507,0.8842405080795288,0.646497368812561,0.5064454674720764,-0.3440954089164734,0.9962901473045349,0.36519700288772583,0.4822843074798584,0.013967620208859444,0.9503463506698608
4,0.13333333333333333,0.5809197425842285,0.5092915892601013,-0.1162964254617691,0.9999008774757385,0.4543020725250244,0.5039142370223999,0.11573942750692368,0.999794602394104,0.6447960138320923,0.2861897349357605,-0.3229309916496277,0.999995231628418,0.4147351384162903,0.29757097363471985,0.04441468045115471,0.999936044216156,0.6863625645637512,0.4001083970069885,-0.29354196786880493,0.9984563589096069,0.39996668696403503,0.4010803997516632,0.17091257870197296,0.8875462412834167,0.6425277590751648,0.5108734965324402,-0.3452715277671814,0.9963988661766052,0.3653145134449005,0.48330849409103394,0.015307528898119926,0.9513434171676636
5,0.16666666666666666,0.5805643796920776,0.5081794261932373,-0.11128570139408112,0.9999057650566101,0.45416441559791565,0.5025196075439453,0.11068505048751831,0.99980628490448,0.6455339193344116,0.28753072023391724,-0.27442729473114014,0.9999954700469971,0.4146493077278137,0.2974291443824768,0.04462406784296036,0.9999400973320007,0.6796683073043823,0.4016607403755188,-0.25250932574272156,0.9984291195869446,0.39994311332702637,0.40106359124183655,0.16153796017169952,0.893201470375061,0.6413108706474304,0.5127423405647278,-0.3268640637397766,0.9964542984962463,0.36547693610191345,0.48329710960388184,0.014106320217251778,0.9534947276115417
6,0.2,0.5785133242607117,0.5083811283111572,-0.10539387166500092,0.9999094009399414,0.450981080532074,0.5029692053794861,0.10478504002094269,0.9998162388801575,0.6447063088417053,0.2892443537712097,-0.2641002833843231,0.9999956488609314,0.4099057614803314,0.2965163588523865,0.04474324733018875,0.9999438524246216,0.6695095300674438,0.4036908745765686,-0.24988827109336853,0.9983800053596497,0.3972199261188507,0.4010497033596039,0.14925368130207062,0.8985560536384583,0.6404097080230713,0.5140853524208069,-0.32748669385910034,0.9964181780815125,0.3646933436393738,0.4860547184944153,0.009053364396095276,0.9551774859428406
7,0.23333333333333334,0.57147616147995,0.5085176229476929,-0.10796719789505005,0.9999136328697205,0.44442883133888245,0.5030946731567383,0.10737957805395126,0.9998231530189514,0.6416143774986267,0.28922826051712036,-0.29133158922195435,0.9999958872795105,0.40838533639907837,0.29605355858802795,0.052322108298540115,0.9999459385871887,0.663905143737793,0.40343615412712097,-0.2917258143424988,0.9983290433883667,0.3940916657447815,0.40056344866752625,0.17299622297286987,0.8970991969108582,0.6404716372489929,0.5137141942977905,-0.3712771534919739,0.9963985681533813,0.3636494278907776,0.4875359535217285,0.03786981478333473,0.9546686410903931
8,0.26666666666666666,0.5686818361282349,0.5086269378662109,-0.1029386892914772,0.9999173879623413,0.4403192400932312,0.5031919479370117,0.10235148668289185,0.9998311996459961,0.639065146446228,0.2900475859642029,-0.2676461637020111,0.9999960660934448,0.40388602018356323,0.29591622948646545,0.048802368342876434,0.9999486207962036,0.6579735279083252,0.40439268946647644,-0.26112431287765503,0.9982565641403198,0.3890704810619354,0.40069544315338135,0.1534949392080307,0.9009032845497131,0.6388750672340393,0.5141646265983582,-0.3481982350349426,0.99635249376297,0.3591332733631134,0.4883793294429779,0.0239141546189785,0.9556617736816406
9,0.3,0.5650046467781067,0.5087233185768127,-0.09373985230922699,0.9999212026596069,0.4363384246826172,0.5039913654327393,0.09317032247781754,0.9998393058776855,0.6360316872596741,0.29017481207847595,-0.24334517121315002,0.9999962449073792,0.3985039293766022,0.295396625995636,0.04862094670534134,0.9999513030052185,0.6563785076141357,0.4041929543018341,-0.23557424545288086,0.9982212781906128,0.3857073187828064,0.4007858633995056,0.1516270935535431,0.9042336344718933,0.6361832022666931,0.5140380859375,-0.32808858156204224,0.9963744878768921,0.35650306940078735,0.4908251464366913,0.022473350167274475,0.9563819169998169
10,0.3333333333333333,0.5629481077194214,0.5085068941116333,-0.09559798240661621,0.9999241232872009,0.43489235639572144,0.5041301250457764,0.09503433108329773,0.9998452067375183,0.6313730478286743,0.29012545943260193,-0.25221866369247437,0.9999964237213135,0.39421960711479187,0.2949047386646271,0.05584445595741272,0.9999532699584961,0.6566920876502991,0.4039548635482788,-0.2452673465013504,0.9982330799102783,0.3829921782016754,0.40027695894241333,0.16323775053024292,0.9054447412490845,0.6352131366729736,0.5126094222068787,-0.3314690887928009,0.9964197278022766,0.3545844554901123,0.4904732406139374,0.03403922915458679,0.9560587406158447
11,0.36666666666666664,0.5630642771720886,0.5085271000862122,-0.09555747359991074,0.9999271631240845,0.4341147541999817,0.5044633150100708,0.09498484432697296,0.9998514652252197,0.6272217631340027,0.2901606857776642,-0.2536389231681824,0.9999966025352478,0.3894360661506653,0.29490527510643005,0.05028005316853523,0.999955415725708,0.6566592454910278,0.403922438621521,-0.244533509016037,0.9982555508613586,0.38150152564048767,0.4003343880176544,0.15812328457832336,0.9079900979995728,0.6310870051383972,0.511579155921936,-0.32961446046829224,0.996461033821106,0.3527114987373352,0.4905630052089691,0.030812745913863182,0.9566855430603027
12,0.4,0.5589109659194946,0.5078341364860535,-0.09643776714801788,0.9999288320541382,0.42994874715805054,0.5044310092926025,0.09587249904870987,0.9998528957366943,0.6227214336395264,0.2900136709213257,-0.2641225755214691,0.9999967217445374,0.38804811239242554,0.29531416296958923,0.050394702702760696,0.9999560117721558,0.6578229665756226,0.40225139260292053,-0.2573988735675812,0.9982485771179199,0.3801889419555664,0.4003103971481323,0.17326809465885162,0.9057489037513733,0.6286085247993469,0.5058178901672363,-0.3481648564338684,0.9964568018913269,0.34847503900527954,0.4886661469936371,0.03852299600839615,0.9553835988044739
13,0.43333333333333335,0.5540493130683899,0.5074921250343323,-0.09673227369785309,0.9999305009841919,0.4260682165622711,0.5044521689414978,0.09622157365083694,0.9998524188995361,0.6185570955276489,0.2898329794406891,-0.30890053510665894,0.9999969005584717,0.386806458234787,0.2956540584564209,0.048671044409275055,0.9999563694000244,0.658458411693573,0.39882248640060425,-0.30419182777404785,0.9982876181602478,0.3791053891181946,0.39958086609840393,0.19648009538650513,0.9009796380996704,0.6225602030754089,0.4989815652370453,-0.3943158984184265,0.9965205192565918,0.34071478247642517,0.4854464828968048,0.05959584191441536,0.9536935687065125
14,0.4666666666666667,0.5532264113426208,0.5037291049957275,-0.09658724814653397,0.9999306797981262,0.4262891709804535,0.5001588463783264,0.09608262032270432,0.9998509883880615,0.6181365847587585,0.2897762954235077,-0.30314353108406067,0.9999970197677612,0.38575249910354614,0.2961667478084564,0.037676744163036346,0.9999561309814453,0.6609281301498413,0.39637941122055054,-0.3025009334087372,0.9982984662055969,0.3781566619873047,0.39960041642189026,0.1769932210445404,0.8988685607910156,0.6173357367515564,0.48538124561309814,-0.38298675417900085,0.9965735077857971,0.32754701375961304,0.4747369885444641,0.025493299588561058,0.9538620710372925
