frame,time_sec,lm23_x,lm23_y,lm23_z,lm23_vis,lm24_x,lm24_y,lm24_z,lm24_vis,lm11_x,lm11_y,lm11_z,lm11_vis,lm12_x,lm12_y,lm12_z,lm12_vis,lm13_x,lm13_y,lm13_z,lm13_vis,lm14_x,lm14_y,lm14_z,lm14_vis,lm15_x,lm15_y,lm15_z,lm15_vis,lm16_x,lm16_y,lm16_z,lm16_vis
0,0.0,0.6614918112754822,0.6544608473777771,-0.24849407374858856,0.9990326166152954,0.5000768899917603,0.647057056427002,0.2488892376422882,0.9964998960494995,0.7540125250816345,0.2636786699295044,-0.745011031627655,0.9999730587005615,0.47535616159439087,0.29743924736976624,0.26740944385528564,0.9978407621383667,0.7781603336334229,0.4932202696800232,-0.7487776875495911,0.9990266561508179,0.46595150232315063,0.48872169852256775,0.5336707830429077,0.6068295240402222,0.6889640092849731,0.6959449052810669,-0.687086284160614,0.9983974099159241,0.37721017003059387,0.6157605051994324,0.35988205671310425,0.853593111038208
1,0.03333333333333333,0.6570829153060913,0.6608613729476929,-0.25917768478393555,0.99905925989151,0.4960159659385681,0.6554238200187683,0.2596491873264313,0.9966357946395874,0.7534887790679932,0.2636678218841553,-0.8749257326126099,0.9999744892120361,0.4843530058860779,0.2897273600101471,0.17771150171756744,0.9979603290557861,0.7821366786956787,0.4937291741371155,-0.8750090599060059,0.9990590214729309,0.4659252166748047,0.48738184571266174,0.5070719122886658,0.6060607433319092,0.690855085849762,0.6976079344749451,-0.8321366310119629,0.9984747767448425,0.37659600377082825,0.6151167750358582,0.35078176856040955,0.8565250635147095
2,0.06666666666666667,0.655281662940979,0.6609893441200256,-0.2655131220817566,0.999075174331665,0.495110422372818,0.6561803817749023,0.2659722566604614,0.9967067837715149,0.7534791827201843,0.26325690746307373,-0.883283793926239,0.9999758005142212,0.48751434683799744,0.28672441840171814,0.13276883959770203,0.9980559945106506,0.7829636335372925,0.49310413002967834,-0.89703369140625,0.9990858435630798,0.4646257758140564,0.48640474677085876,0.46642470359802246,0.6077280640602112,0.69235759973526,0.6975803971290588,-0.8903142213821411,0.9985448718070984,0.37417933344841003,0.6150512099266052,0.3235499858856201,0.8601195216178894
3,0.1,0.6527777910232544,0.662415623664856,-0.2674269676208496,0.9990897178649902,0.4951576292514801,0.6574035882949829,0.26787614822387695,0.9967934489250183,0.7530827522277832,0.2632123529911041,-0.8500331044197083,0.9999767541885376,0.4907095432281494,0.283421128988266,0.15633369982242584,0.9981424808502197,0.783166766166687,0.4928649663925171,-0.8633408546447754,0.9990912079811096,0.46183639764785767,0.485231876373291,0.47289395332336426,0.6134747862815857,0.6927453279495239,0.6976286172866821,-0.8620491027832031,0.9985896348953247,0.3741304278373718,0.6150415539741516,0.32742270827293396,0.8642253875732422
4,0.13333333333333333,0.6461993455886841,0.6631489396095276,-0.266762375831604,0.9991127252578735,0.4942142963409424,0.6581471562385559,0.26720499992370605,0.9968947768211365,0.7509605288505554,0.26300206780433655,-0.8623843193054199,0.9999774694442749,0.4928220808506012,0.28155821561813354,0.12249588966369629,0.9982187747955322,0.7831501364707947,0.49271512031555176,-0.8664018511772156,0.9991123676300049,0.46182289719581604,0.4851018786430359,0.4511852264404297,0.6222224831581116,0.6930738687515259,0.6984718441963196,-0.8524246215820312,0.9986467957496643,0.374141126871109,0.6149553656578064,0.33052679896354675,0.8697999119758606
5,0.16666666666666666,0.6457682847976685,0.6640245914459229,-0.2705775201320648,0.9991456866264343,0.4924088418483734,0.6609550714492798,0.27092358469963074,0.9969923496246338,0.7510974407196045,0.2630012333393097,-0.8527437448501587,0.9999785423278809,0.491645485162735,0.2822810113430023,0.13337014615535736,0.9982807636260986,0.7832509279251099,0.49143287539482117,-0.8841016888618469,0.9991198182106018,0.45797252655029297,0.48459023237228394,0.4934481680393219,0.6240121722221375,0.6932429075241089,0.6985539793968201,-0.9149049520492554,0.9986977577209473,0.37310534715652466,0.6149216294288635,0.37490108609199524,0.874767541885376
6,0.2,0.645783543586731,0.664551317691803,-0.2794487774372101,0.9991719722747803,0.4912303388118744,0.6616556644439697,0.27984029054641724,0.9970728158950806,0.7513347268104553,0.26299819350242615,-0.8780378103256226,0.9999797344207764,0.49132204055786133,0.28226807713508606,0.14363282918930054,0.9983504414558411,0.7832404375076294,0.490905225276947,-0.9331510663032532,0.9991571307182312,0.45459240674972534,0.4832412898540497,0.5175038576126099,0.6211312413215637,0.6932556629180908,0.698769748210907,-0.9677435755729675,0.9987713694572449,0.372135728597641,0.6139812469482422,0.3904346823692322,0.8773279786109924
7,0.23333333333333334,0.6459782719612122,0.6662400960922241,-0.28533536195755005,0.9992000460624695,0.4911472201347351,0.664726197719574,0.28569093346595764,0.9971408843994141,0.7502790689468384,0.2629898190498352,-0.8716111183166504,0.9999806880950928,0.4898999333381653,0.2825126647949219,0.2360895425081253,0.9983807802200317,0.7832437753677368,0.4909093379974365,-0.9123635292053223,0.9991771578788757,0.4533902704715729,0.4828045964241028,0.5986330509185791,0.619401752948761,0.6930018663406372,0.6994308829307556,-0.9458373188972473,0.9988297820091248,0.37199079990386963,0.6134723424911499,0.4761327803134918,0.881110668182373
8,0.26666666666666666,0.6456344723701477,0.6672829389572144,-0.2851119041442871,0.999228835105896,0.4905085563659668,0.6650442481040955,0.28548285365104675,0.9972461462020874,0.7502745389938354,0.2630048394203186,-0.8651580810546875,0.9999815821647644,0.48953381180763245,0.28187164664268494,0.1929657757282257,0.9984673857688904,0.7831663489341736,0.49145209789276123,-0.9001799821853638,0.9992023706436157,0.4529946446418762,0.48213911056518555,0.5891110301017761,0.6239712834358215,0.6931935548782349,0.7012591361999512,-0.918512225151062,0.9988816380500793,0.37170547246932983,0.6128808856010437,0.4529421925544739,0.8857994079589844
9,0.3,0.645723819732666,0.667130708694458,-0.2847274839878082,0.9992348551750183,0.49087923765182495,0.6647324562072754,0.2850567698478699,0.9973033666610718,0.749258279800415,0.26271578669548035,-0.8683892488479614,0.9999823570251465,0.4892975389957428,0.2798745930194855,0.17936398088932037,0.9985462427139282,0.7832860350608826,0.49122366309165955,-0.8990788459777832,0.9992183446884155,0.4528849720954895,0.4808673560619354,0.5779973864555359,0.6251745820045471,0.6932419538497925,0.7014583349227905,-0.9124796986579895,0.9989286661148071,0.37191537022590637,0.6119845509529114,0.4329228401184082,0.8889997601509094
10,0.3333333333333333,0.6457983255386353,0.6670311689376831,-0.2838625907897949,0.9992639422416687,0.49093374609947205,0.6648827195167542,0.2842326760292053,0.9973843097686768,0.7491970658302307,0.2627080976963043,-0.8723526000976562,0.9999833703041077,0.4897018074989319,0.2800872325897217,0.1946360319852829,0.9985981583595276,0.7881519198417664,0.4906385838985443,-0.9074969291687012,0.9992436170578003,0.46079549193382263,0.4808890223503113,0.5749475955963135,0.6212013363838196,0.6934048533439636,0.7015427947044373,-0.9284653663635254,0.9989904165267944,0.37281543016433716,0.6114574074745178,0.43429556488990784,0.8918536305427551
11,0.36666666666666664,0.646317720413208,0.6679144501686096,-0.28570133447647095,0.9992972016334534,0.4901968836784363,0.6665509343147278,0.2861035466194153,0.9974797368049622,0.748881459236145,0.2629021108150482,-0.8727514147758484,0.9999842047691345,0.48987239599227905,0.28029969334602356,0.24289901554584503,0.9986138343811035,0.7953265905380249,0.4905838668346405,-0.9320252537727356,0.9992732405662537,0.4671035706996918,0.47932738065719604,0.6129748821258545,0.6172682046890259,0.6939723491668701,0.7013071775436401,-0.9672505259513855,0.9990518093109131,0.3729782700538635,0.6098095774650574,0.469043493270874,0.8945562839508057
12,0.4,0.6463571190834045,0.6678310036659241,-0.2890802025794983,0.9993103742599487,0.4924080967903137,0.6664085388183594,0.2894463539123535,0.9975317716598511,0.7481318712234497,0.26290246844291687,-0.869452178478241,0.9999849796295166,0.4897707998752594,0.28019198775291443,0.24570468068122864,0.9986740350723267,0.8018638491630554,0.4876924455165863,-0.9276412129402161,0.9993025064468384,0.46898674964904785,0.4757702648639679,0.5975691080093384,0.621792733669281,0.6940125226974487,0.698079526424408,-0.9687290191650391,0.9991027116775513,0.37296122312545776,0.6090794801712036,0.4543108344078064,0.8988681435585022
13,0.43333333333333335,0.646179735660553,0.6690276861190796,-0.28818777203559875,0.9993239641189575,0.49148011207580566,0.6678494215011597,0.28855952620506287,0.9975611567497253,0.744159996509552,0.2632445991039276,-0.8853437304496765,0.9999856352806091,0.4902419149875641,0.27984997630119324,0.20086319744586945,0.998723566532135,0.8097246289253235,0.48763972520828247,-0.9226856231689453,0.9993388652801514,0.47338181734085083,0.47544172406196594,0.5531968474388123,0.627618134021759,0.6922855973243713,0.6975477337837219,-0.9529694318771362,0.9991477727890015,0.37047848105430603,0.6090098023414612,0.38646984100341797,0.9023436903953552
